99(2)	1	18	1	1	2	1	1	1	0.24	8.20		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			100.0	84.0	92.0	92.0	188.0	184.0	175.7	24.0	10.0	16.0	16.0	8.5	7.5	4.6	3.9	4.6	6.2	6.2	6.2	3.0	-78.0	-77.0	-77.0	0.0	0.0	0.3	46.0	89	N.A.	-39.8	-0.07
99(3)	1	18	1	1	2	1	1	1	0.22	8.00		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			100.0	93.0	95.0	95.0	190.0	187.0	179.9	27.0	14.0	6.3	6.3	2.4	3.9	1.5	0.9	1.5	5.3	5.3	5.3	2.2	-105.0	-106.0	-106.0	9.0	0.0	0.8	0.0	116	N.A.	-75.2	-0.13
98(1)	1	2	2	1	1	1	1	1	0.34	4.70		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			100.0	41.5	71.7	71.7	157.8	148.3	65.2	76.1	0.0	56.1	56.1	32.5	23.6	17.2	15.3	17.2	52.5	52.5	51.9	26.0	41.6	41.6	42.2	0.6	0.0	0.0	0.5	61.6	26.6	175.1	0.29
98(2)	1	2	2	1	1	4	1	1	0.27	4.00		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			100.0	40.4	71.6	71.6	158.0	149.0	37.9	66.8	0.0	57.1	57.1	33.3	23.8	17.6	15.7	17.6	41.8	41.8	38.8	6.3	31.5	31.5	34.5	3.0	0.0	0.0	0.4	90.5	51.7	130.2	0.22
97(1)	0	3	1	1	1	4	1	1	0.59	7.63		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			100.0	55.0	79.0	79.0	152.0	152.0	157.0	97.0	44.0	43.0	43.0	24.2	19.0	13.8	10.4	13.8	43.9	43.9	43.9	34.6	34.6	34.6	24.6	0.0	0.0	0.0	0.0	34	10	194.5	0.32
97(2)	0	3	1	1	1	4	1	1	0.53	5.72		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0			0.0	-26.5	83.9	83.9	152.2	152.2	143.7	88.7	11.0	23.4	23.4	10.4	13.0	7.2	3.2	7.2	66.3	66.3	66.3	55.3	55.3	55.3	37.7	0.0	0.0	0.0	0.0	45.4433100398	17.6334373432	205.9	0.34
97(3)	0	3	1	1	1	4	1	1	0.42	5.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			0.0	-14.1	55.1	55.1	126.0	126.0	118.7	69.3	0.0	10.4	110.4	69.2	41.2	36.3	32.8	36.3	57.2	57.2	57.2	47.3	47.3	47.3	43.4	0.0	0.0	0.0	0.0	28.995794502	3.9343277131	259.2	0.43
97(4)	0	3	1	1	1	4	1	1	0.22	5.56		0	0	0	0	0.3974820144	0	0	0.6025179856	0	0	0	0	0	0	0			0.0	-7.1	-6.5	-6.5	0.0	-23.3	45.8	44.0	0.0	4.2	4.2	0.6	3.6	1.2	-0.6	1.2	35.3	35.3	35.3	69.3	129.5	129.5	111.4	0.0	0.0	0.0	0.0	-67.6098680503	18.11205	238.5	0.40
97(5)	0	3	1	1	1	4	1	1	0.4	6.22		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0			0.0	-2.4	-5.1	94.9	76.9	76.9	72.2	41.7	1.8	0.1	0.1	-2.6	2.8	-0.2	-2.4	-0.2	32.2	32.2	32.2	26.0	26.0	26.0	10.0	0.0	0.0	0.0	0.0	31.5849948752	16.045197589	84.5	0.14
97(6)	0	3	1	1	1	4	1	1	0.57	26.51		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0			0.0	-8.3	-4.8	-4.8	0.0	-13.5	43.7	52.7	39.1	7.5	7.5	3.5	4.0	2.3	1.2	2.3	10.7	10.7	10.7	7.6	7.6	7.6	68.5	0.0	0.0	0.0	0.0	-53.0580015806	39.0265052959	170.6	0.28
